workerid,proliferate.condition,accuracy,coding,failed_audio,failed_images,failed_video,internal_node_id,lex_code,question_order,response,result,rt,sib_code,slider_start,spk,stimulus,success,time_elapsed,timeout,trial_index,trial_type,triplet_id,error
562,list1,,,,,,0.0-6.0-1.100,,,,,,,,,,,469667,,207,html-keyboard-response,,
562,list1,,,,,,0.0-6.0-0.101,neutral,,5466,,4133,high,5000,340,audio/340_SN9_high.wav,,473801,,208,audio-slider-response,9,
562,list1,,,,,,0.0-6.0-1.101,,,,,,,,,,,474302,,209,html-keyboard-response,,
562,list1,,,,,,0.0-6.0-0.102,neutral,,7205,,2786,control,5000,723,audio/723_CN8.wav,,477087,,210,audio-slider-response,8,
562,list1,,,,,,0.0-6.0-1.102,,,,,,,,,,,477588,,211,html-keyboard-response,,
562,list1,,,,,,0.0-6.0-0.103,neutral,,4479,,3599,mid,5000,723,audio/723_SN4_mid.wav,,481186,,212,audio-slider-response,4,
562,list1,,,,,,0.0-6.0-1.103,,,,,,,,,,,481688,,213,html-keyboard-response,,
562,list1,,,,,,0.0-6.0-0.104,neutral,,6141,,4104,high,5000,723,audio/723_SN9_high.wav,,485796,,214,audio-slider-response,9,
562,list1,,,,,,0.0-6.0-1.104,,,,,,,,,,,486298,,215,html-keyboard-response,,
562,list1,,,,,,0.0-6.0-0.105,neutral,,4393,,3675,control,5000,340,audio/340_CN19.wav,,489977,,216,audio-slider-response,19,
562,list1,,,,,,0.0-6.0-1.105,,,,,,,,,,,490478,,217,html-keyboard-response,,
562,list1,,,,,,0.0-6.0-0.106,neutral,,1636,,2345,control,5000,246,audio/246_CN16.wav,,492826,,218,audio-slider-response,16,
562,list1,,,,,,0.0-6.0-1.106,,,,,,,,,,,493328,,219,html-keyboard-response,,
562,list1,,,,,,0.0-6.0-0.107,neutral,,1511,,3442,control,5000,246,audio/246_CN20.wav,,496773,,220,audio-slider-response,20,
562,list1,,,,,,0.0-6.0-1.107,,,,,,,,,,,497277,,221,html-keyboard-response,,
562,list1,,,,,,0.0-7.0,,,0,,5943,,,,"<p><font size='3'>You have completed the listening trials. You will now complete a short questionnaire. During the questionnaire, you will see a series of statements alongside a scale. Click along the scale to indicate how much you agree or disagree with the statement. Upon completion of the questionnaire, you will be asked to fill out an optional demographic survey. <br><br>When you're ready to begin the questionnaire, click ‘Continue’.</font></p>",,503221,,222,html-button-response,,
562,list1,,POSITIVE,,,,0.0-8.0-0.0,,,6047,,6254,,5000,,Girls should be protected and watched over more than boys.<br><br>,,509478,,223,html-slider-response,,
562,list1,,POSITIVE,,,,0.0-8.0-0.1,,,0,,3454,,5000,,Some types of work are just not appropriate for women.<br><br>,,512933,,224,html-slider-response,,
562,list1,,NEGATIVE,,,,0.0-8.0-0.2,,,10000,,5118,,5000,,People can be both aggressive and nurturing regardless of sex.<br><br>,,518053,,225,html-slider-response,,
562,list1,,POSITIVE,,,,0.0-8.0-0.3,,,1155,,3783,,5000,,Men are more sexual than women.<br><br>,,521838,,226,html-slider-response,,
562,list1,,NEGATIVE,,,,0.0-8.0-0.4,,,8538,,4958,,5000,,People should be treated the same regardless of their sex.<br><br>,,526797,,227,html-slider-response,,
562,list1,,NEGATIVE,,,,0.0-8.0-0.5,,,8523,,7657,,5000,,The freedom that children are given should be determined by their age and maturity level and not by their sex.<br><br>,,534456,,228,html-slider-response,,
562,list1,,POSITIVE,,,,0.0-8.0-0.6,,,2216,,6491,,5000,,A father’s major responsibility is to provide financially for his children.<br><br>,,540949,,229,html-slider-response,,
562,list1,,POSITIVE,,,,0.0-8.0-0.7,,,367,,3157,,5000,,Mothers should work only if necessary.<br><br>,,544108,,230,html-slider-response,,
562,list1,,NEGATIVE,,,,0.0-8.0-0.8,,,10000,,3900,,5000,,Tasks around the house should not be assigned by sex.<br><br>,,548010,,231,html-slider-response,,
562,list1,,NEGATIVE,,,,0.0-8.0-0.9,,,7715,,4556,,5000,,We should stop thinking about whether people are male or female and focus on other characteristics.<br><br>,,552567,,232,html-slider-response,,
562,list1,,POSITIVE,,,,0.0-8.0-0.10,,,1327,,4576,,5000,,Mothers should make most decisions about how children are brought up.<br><br>,,557145,,233,html-slider-response,,
562,list1,,POSITIVE,,,,0.0-8.0-0.11,,,0,,3471,,5000,,Only some types of work are appropriate for both men and women.<br><br>,,560617,,234,html-slider-response,,
562,list1,,POSITIVE,,,,0.0-8.0-0.12,,,0,,3962,,5000,,"For many important jobs, it is better to choose men instead of women.<br><br>",,564581,,235,html-slider-response,,
562,list1,,,,,,0.0-9.0,,,0,,3134,,,,"<p><font size='3'>You have completed the questionnaire. There will now be an optional survey. Please answer the following questions if you feel comfortable doing so. If you do not wish to answer a question, please leave it blank. <br><br>When you're ready to procede, click ‘Continue’.</font></p>",,567717,,236,html-button-response,,
562,list1,,,,,,0.0-10.0,,[0],{'Q0': 0},,2704,,,,,,570423,,237,survey-likert,,
562,list1,[],,,,,0.0-11.0,,,"{'age': '24', 'P0_Q0': None, 'enjoy': 'An average experiment', 'gender': 'Female', 'region': 'Midwest - IA, IL, IN, KS, MI, MN, MO, ND, NE, OH, SD, WI', 'correct': 'Yes', 'payment': 'The payment was fair', 'comments': '', 'language': 'English', 'education': 'Graduated college'}",,31293,,,,,,601797,,238,survey,,
562,list1,,,,,,0.0-12.0,,,0,,2097,,,,Thank you for your time! Please click 'Finish' and then wait a moment until you're directed back to Prolific.<br><br>,,603896,,239,html-button-response,,
568,list1,,,[],[],[],0.0-0.0,,,,,,,,,,True,2584,False,0,preload,,
568,list1,,,,,,0.0-1.0,,,0,,3691,,,,"<p><font size='3'>DESCRIPTION: You are invited to participate in a research study. Its general purpose is to understand how people perceive speech. We are interested in how people make use of varying properties of language to infer social information about a speaker. In this study, you will hear spoken sentences, and you will be asked to make simple decisions about the sentences you hear. Following this, you will be asked to complete a short questionnaire, where you will indicate on a sliding scale how much you agree or disagree with a series of statements. You will also be asked to complete an optional demographic survey. <br><br>TIME INVOLVEMENT: Your participation will take approximately 10 to 20 minutes. <br><br>RISKS AND BENEFITS: The foreseeable risks associated with this study are minimal. This judgment is based on a large body of experience with the same or similar procedures with people of similar ages, sex, origins, etc. Study data will be stored securely, in compliance with Stanford University standards, minimizing the risk of confidentiality breach. There are no known benefits to you for participating in this study, and we cannot and do not guarantee or promise that you will receive any benefits from this study. You will help us to understand how people perceive spoken language. <br><br>PAYMENT: You will be paid at the posted rate. <br><br>PARTICIPANT RIGHTS: If you have read this form and have decided to participate in this project, please understand your participation is voluntary and you have the right to withdraw your consent or discontinue participation at any time without penalty or loss of benefits to which you are otherwise entitled. The alternative is not to participate. You have the right to refuse to answer particular questions. The results of this research study may be presented at scientific or professional meetings or published in scientific journals. Your individual privacy will be maintained in all published and written data resulting from the study. In accordance with scientific norms, the data from this study may be used or shared with other researchers for future research (after removing personally identifying information) without additional consent from you. <br><br>CONTACT INFORMATION: If you have any questions, concerns or complaints about this research study, its procedures, risks and benefits, you should contact the Protocol Director Grace Brown at (616) 498-8188. If you are not satisfied with how this study is being conducted, or if you have any concerns, complaints, or general questions about the research or your rights as a participant, please contact the Stanford Institutional Review Board (IRB) to speak to someone independent of the research team at (650) 723-2480 or toll free at 1-866-680-2906. You can also write to the Stanford IRB, Stanford University, 3000 El Camino Real, Five Palo Alto Square, 4th Floor, Palo Alto, CA 94306 USA. <br><br>WAIVER OF DOCUMENTATION: If you agree to participate in this research, please click the 'Continue' button. </font></p>",,6278,,1,html-button-response,,
568,list1,,,,,,0.0-2.0,,,,,,,,,"<p><font size='3'>This study requires you to listen to audio clips. To ensure you can adequately hear the audio presented in this study, the next page will have an audio attention check. Please wear headphones, and be prepared to adjust the volume on your device if necessary. <br><br> When you are ready to begin the audio attention check, click 'Start'. </font></p>",,16290,,2,html-button-response,,
568,list1,,,,,,0.0-3.0,,,,incorrect,,,,,audio/gift.wav,,36304,,3,audio-button-response,,
568,list1,,,,,,0.0-4.0,,,0,,729151,,,,<p>Incorrect. Please adjust the volume of your device before beginning the study.</p>,,765458,,4,html-button-response,,
568,list1,,,,,,0.0-5.0,,,0,,3701,,,,"<p><font size='3'>In this experiment, you will listen to a series of sentences, produced by different speakers. While listening to each sentence, you will be prompted to rate the social characteristics of its speaker. To rate the social characteristics of a speaker, click along the scale that appears on your screen. You may click along this scale after the speaker stops talking. Try to respond as quickly as you can. If you do not respond within ten seconds, the experiment will advance automatically. There will be a progress bar at the top of the screen. When you're ready to hear the first speaker, click ‘Start’. </font></p>",,769162,,5,html-button-response,,
568,list1,,,,,,0.0-6.0-0.0,neutral,,,,,mid,5000,246,audio/246_SN2_mid.wav,,779181,,6,audio-slider-response,2,
568,list1,,,,,,0.0-6.0-1.0,,,,,,,,,,,779698,,7,html-keyboard-response,,
568,list1,,,,,,0.0-6.0-0.1,neutral,,,,,mid,5000,246,audio/246_SN10_mid.wav,,789715,,8,audio-slider-response,10,
568,list1,,,,,,0.0-6.0-1.1,,,,,,,,,,,790232,,9,html-keyboard-response,,
568,list1,,,,,,0.0-6.0-0.2,neutral,,5924,,5192,control,5000,340,audio/340_CN1.wav,,795418,,10,audio-slider-response,1,
568,list1,,,,,,0.0-6.0-1.2,,,,,,,,,,,795931,,11,html-keyboard-response,,
568,list1,,,,,,0.0-6.0-0.3,neutral,,4325,,6400,control,5000,246,audio/246_CN14.wav,,802332,,12,audio-slider-response,14,
568,list1,,,,,,0.0-6.0-1.3,,,,,,,,,,,802844,,13,html-keyboard-response,,
568,list1,,,,,,0.0-6.0-0.4,neutral,,2891,,5971,control,5000,246,audio/246_CN21.wav,,808807,,14,audio-slider-response,21,
568,list1,,,,,,0.0-6.0-1.4,,,,,,,,,,,809313,,15,html-keyboard-response,,
568,list1,,,,,,0.0-6.0-0.5,neutral,,2257,,4421,low,5000,723,audio/723_SN14_low.wav,,813734,,16,audio-slider-response,14,
568,list1,,,,,,0.0-6.0-1.5,,,,,,,,,,,814237,,17,html-keyboard-response,,
568,list1,,,,,,0.0-6.0-0.6,neutral,,3911,,3709,mid,5000,723,audio/723_SN2_mid.wav,,817950,,18,audio-slider-response,2,
568,list1,,,,,,0.0-6.0-1.6,,,,,,,,,,,818461,,19,html-keyboard-response,,
568,list1,,,,,,0.0-6.0-0.7,neutral,,7688,,4069,control,5000,246,audio/246_CN8.wav,,822530,,20,audio-slider-response,8,
568,list1,,,,,,0.0-6.0-1.7,,,,,,,,,,,823041,,21,html-keyboard-response,,
568,list1,,,,,,0.0-6.0-0.8,neutral,,4214,,4021,high,5000,246,audio/246_SN19_high.wav,,827061,,22,audio-slider-response,19,
568,list1,,,,,,0.0-6.0-1.8,,,,,,,,,,,827565,,23,html-keyboard-response,,
568,list1,,,,,,0.0-6.0-0.9,neutral,,8363,,5880,control,5000,340,audio/340_CN18.wav,,833455,,24,audio-slider-response,18,
568,list1,,,,,,0.0-6.0-1.9,,,,,,,,,,,833971,,25,html-keyboard-response,,
568,list1,,,,,,0.0-6.0-0.10,neutral,,3594,,3920,control,5000,723,audio/723_CN2.wav,,837892,,26,audio-slider-response,2,
568,list1,,,,,,0.0-6.0-1.10,,,,,,,,,,,838405,,27,html-keyboard-response,,
568,list1,,,,,,0.0-6.0-0.11,neutral,,2078,,4029,low,5000,246,audio/246_SN3_low.wav,,842442,,28,audio-slider-response,3,
568,list1,,,,,,0.0-6.0-1.11,,,,,,,,,,,842945,,29,html-keyboard-response,,
568,list1,,,,,,0.0-6.0-0.12,neutral,,5579,,5152,control,5000,340,audio/340_CN5.wav,,848101,,30,audio-slider-response,5,
568,list1,,,,,,0.0-6.0-1.12,,,,,,,,,,,848603,,31,html-keyboard-response,,
568,list1,,,,,,0.0-6.0-0.13,neutral,,6585,,3531,control,5000,340,audio/340_CN3.wav,,852136,,32,audio-slider-response,3,
568,list1,,,,,,0.0-6.0-1.13,,,,,,,,,,,852637,,33,html-keyboard-response,,
568,list1,,,,,,0.0-6.0-0.14,neutral,,8253,,5221,high,5000,246,audio/246_SN5_high.wav,,857865,,34,audio-slider-response,5,
568,list1,,,,,,0.0-6.0-1.14,,,,,,,,,,,858370,,35,html-keyboard-response,,
568,list1,,,,,,0.0-6.0-0.15,neutral,,6020,,4291,high,5000,246,audio/246_SN9_high.wav,,862665,,36,audio-slider-response,9,
568,list1,,,,,,0.0-6.0-1.15,,,,,,,,,,,863168,,37,html-keyboard-response,,
568,list1,,,,,,0.0-6.0-0.16,neutral,,5868,,3229,control,5000,246,audio/246_CN16.wav,,866403,,38,audio-slider-response,16,
568,list1,,,,,,0.0-6.0-1.16,,,,,,,,,,,866913,,39,html-keyboard-response,,
568,list1,,,,,,0.0-6.0-0.17,neutral,,8156,,5000,mid,5000,246,audio/246_SN17_mid.wav,,871911,,40,audio-slider-response,17,
568,list1,,,,,,0.0-6.0-1.17,,,,,,,,,,,872417,,41,html-keyboard-response,,
568,list1,,,,,,0.0-6.0-0.18,neutral,,8212,,3928,low,5000,246,audio/246_SN13_low.wav,,876351,,42,audio-slider-response,13,
568,list1,,,,,,0.0-6.0-1.18,,,,,,,,,,,876853,,43,html-keyboard-response,,
568,list1,,,,,,0.0-6.0-0.19,neutral,,6420,,5331,control,5000,246,audio/246_CN1.wav,,882184,,44,audio-slider-response,1,
568,list1,,,,,,0.0-6.0-1.19,,,,,,,,,,,882689,,45,html-keyboard-response,,
568,list1,,,,,,0.0-6.0-0.20,neutral,,6447,,4419,control,5000,246,audio/246_CN10.wav,,887108,,46,audio-slider-response,10,
568,list1,,,,,,0.0-6.0-1.20,,,,,,,,,,,887609,,47,html-keyboard-response,,
568,list1,,,,,,0.0-6.0-0.21,neutral,,5538,,3491,control,5000,723,audio/723_CN20.wav,,891103,,48,audio-slider-response,20,
568,list1,,,,,,0.0-6.0-1.21,,,,,,,,,,,891609,,49,html-keyboard-response,,
568,list1,,,,,,0.0-6.0-0.22,neutral,,6365,,4539,control,5000,246,audio/246_CN7.wav,,896149,,50,audio-slider-response,7,
568,list1,,,,,,0.0-6.0-1.22,,,,,,,,,,,896653,,51,html-keyboard-response,,
568,list1,,,,,,0.0-6.0-0.23,neutral,,6323,,3771,low,5000,246,audio/246_SN14_low.wav,,900426,,52,audio-slider-response,14,
568,list1,,,,,,0.0-6.0-1.23,,,,,,,,,,,900929,,53,html-keyboard-response,,
568,list1,,,,,,0.0-6.0-0.24,neutral,,4490,,4240,control,5000,723,audio/723_CN3.wav,,905171,,54,audio-slider-response,3,
568,list1,,,,,,0.0-6.0-1.24,,,,,,,,,,,905684,,55,html-keyboard-response,,
568,list1,,,,,,0.0-6.0-0.25,neutral,,6778,,3760,high,5000,246,audio/246_SN15_high.wav,,909451,,56,audio-slider-response,15,
568,list1,,,,,,0.0-6.0-1.25,,,,,,,,,,,909966,,57,html-keyboard-response,,
568,list1,,,,,,0.0-6.0-0.26,neutral,,6020,,3549,control,5000,246,audio/246_CN2.wav,,913521,,58,audio-slider-response,2,
568,list1,,,,,,0.0-6.0-1.26,,,,,,,,,,,914025,,59,html-keyboard-response,,
568,list1,,,,,,0.0-6.0-0.27,neutral,,4407,,3912,control,5000,340,audio/340_CN9.wav,,917939,,60,audio-slider-response,9,
568,list1,,,,,,0.0-6.0-1.27,,,,,,,,,,,918449,,61,html-keyboard-response,,
568,list1,,,,,,0.0-6.0-0.28,neutral,,4421,,5149,control,5000,723,audio/723_CN5.wav,,923606,,62,audio-slider-response,5,
568,list1,,,,,,0.0-6.0-1.28,,,,,,,,,,,924117,,63,html-keyboard-response,,
568,list1,,,,,,0.0-6.0-0.29,neutral,,6626,,5269,low,5000,246,audio/246_SN7_low.wav,,929396,,64,audio-slider-response,7,
568,list1,,,,,,0.0-6.0-1.29,,,,,,,,,,,929907,,65,html-keyboard-response,,
568,list1,,,,,,0.0-6.0-0.30,neutral,,5855,,4280,mid,5000,340,audio/340_SN2_mid.wav,,934195,,66,audio-slider-response,2,
568,list1,,,,,,0.0-6.0-1.30,,,,,,,,,,,934697,,67,html-keyboard-response,,
568,list1,,,,,,0.0-6.0-0.31,neutral,,7619,,3029,control,5000,340,audio/340_CN8.wav,,937735,,68,audio-slider-response,8,
568,list1,,,,,,0.0-6.0-1.31,,,,,,,,,,,938238,,69,html-keyboard-response,,
568,list1,,,,,,0.0-6.0-0.32,neutral,,8556,,3901,low,5000,723,audio/723_SN3_low.wav,,942136,,70,audio-slider-response,3,
568,list1,,,,,,0.0-6.0-1.32,,,,,,,,,,,942649,,71,html-keyboard-response,,
568,list1,,,,,,0.0-6.0-0.33,neutral,,8763,,3600,control,5000,723,audio/723_CN13.wav,,946249,,72,audio-slider-response,13,
568,list1,,,,,,0.0-6.0-1.33,,,,,,,,,,,946752,,73,html-keyboard-response,,
568,list1,,,,,,0.0-6.0-0.34,neutral,,4490,,4960,mid,5000,340,audio/340_SN4_mid.wav,,951713,,74,audio-slider-response,4,
568,list1,,,,,,0.0-6.0-1.34,,,,,,,,,,,952224,,75,html-keyboard-response,,
568,list1,,,,,,0.0-6.0-0.35,neutral,,5427,,6392,control,5000,340,audio/340_CN17.wav,,958621,,76,audio-slider-response,17,
568,list1,,,,,,0.0-6.0-1.35,,,,,,,,,,,959124,,77,html-keyboard-response,,
568,list1,,,,,,0.0-6.0-0.36,neutral,,6420,,2851,low,5000,723,audio/723_SN13_low.wav,,961976,,78,audio-slider-response,13,
568,list1,,,,,,0.0-6.0-1.36,,,,,,,,,,,962481,,79,html-keyboard-response,,
568,list1,,,,,,0.0-6.0-0.37,neutral,,6227,,5120,high,5000,340,audio/340_SN18_high.wav,,967601,,80,audio-slider-response,18,
568,list1,,,,,,0.0-6.0-1.37,,,,,,,,,,,968111,,81,html-keyboard-response,,
568,list1,,,,,,0.0-6.0-0.38,neutral,,4600,,3752,high,5000,340,audio/340_SN20_high.wav,,971860,,82,audio-slider-response,20,
568,list1,,,,,,0.0-6.0-1.38,,,,,,,,,,,972362,,83,html-keyboard-response,,
568,list1,,,,,,0.0-6.0-0.39,neutral,,7991,,4069,control,5000,246,audio/246_CN4.wav,,976434,,84,audio-slider-response,4,
568,list1,,,,,,0.0-6.0-1.39,,,,,,,,,,,976936,,85,html-keyboard-response,,
568,list1,,,,,,0.0-6.0-0.40,neutral,,8377,,3888,control,5000,246,audio/246_CN17.wav,,980834,,86,audio-slider-response,17,
568,list1,,,,,,0.0-6.0-1.40,,,,,,,,,,,981346,,87,html-keyboard-response,,
568,list1,,,,,,0.0-6.0-0.41,neutral,,6861,,5411,control,5000,723,audio/723_CN14.wav,,986760,,88,audio-slider-response,14,
568,list1,,,,,,0.0-6.0-1.41,,,,,,,,,,,987270,,89,html-keyboard-response,,
568,list1,,,,,,0.0-6.0-0.42,neutral,,8322,,3760,low,5000,723,audio/723_SN1_low.wav,,991028,,90,audio-slider-response,1,
568,list1,,,,,,0.0-6.0-1.42,,,,,,,,,,,991530,,91,html-keyboard-response,,
568,list1,,,,,,0.0-6.0-0.43,neutral,,8156,,5109,high,5000,723,audio/723_SN15_high.wav,,996642,,92,audio-slider-response,15,
568,list1,,,,,,0.0-6.0-1.43,,,,,,,,,,,997153,,93,html-keyboard-response,,
568,list1,,,,,,0.0-6.0-0.44,neutral,,7702,,6880,high,5000,723,audio/723_SN19_high.wav,,1004044,,94,audio-slider-response,19,
568,list1,,,,,,0.0-6.0-1.44,,,,,,,,,,,1004554,,95,html-keyboard-response,,
568,list1,,,,,,0.0-6.0-0.45,neutral,,8349,,4301,control,5000,246,audio/246_CN5.wav,,1008854,,96,audio-slider-response,5,
568,list1,,,,,,0.0-6.0-1.45,,,,,,,,,,,1009359,,97,html-keyboard-response,,
568,list1,,,,,,0.0-6.0-0.46,neutral,,3952,,3261,high,5000,340,audio/340_SN9_high.wav,,1012617,,98,audio-slider-response,9,
568,list1,,,,,,0.0-6.0-1.46,,,,,,,,,,,1013129,,99,html-keyboard-response,,
568,list1,,,,,,0.0-6.0-0.47,neutral,,4256,,4051,high,5000,340,audio/340_SN5_high.wav,,1017177,,100,audio-slider-response,5,
568,list1,,,,,,0.0-6.0-1.47,,,,,,,,,,,1017679,,101,html-keyboard-response,,
568,list1,,,,,,0.0-6.0-0.48,neutral,,5882,,3451,mid,5000,723,audio/723_SN17_mid.wav,,1021132,,102,audio-slider-response,17,
568,list1,,,,,,0.0-6.0-1.48,,,,,,,,,,,1021635,,103,html-keyboard-response,,
568,list1,,,,,,0.0-6.0-0.49,neutral,,6447,,3600,low,5000,246,audio/246_SN1_low.wav,,1025236,,104,audio-slider-response,1,
568,list1,,,,,,0.0-6.0-1.49,,,,,,,,,,,1025737,,105,html-keyboard-response,,
568,list1,,,,,,0.0-6.0-0.50,neutral,,6709,,3949,high,5000,723,audio/723_SN5_high.wav,,1029687,,106,audio-slider-response,5,
568,list1,,,,,,0.0-6.0-1.50,,,,,,,,,,,1030190,,107,html-keyboard-response,,
568,list1,,,,,,0.0-6.0-0.51,neutral,,8060,,3011,control,5000,246,audio/246_CN15.wav,,1033200,,108,audio-slider-response,15,
568,list1,,,,,,0.0-6.0-1.51,,,,,,,,,,,1033708,,109,html-keyboard-response,,
568,list1,,,,,,0.0-6.0-0.52,neutral,,4297,,4101,control,5000,340,audio/340_CN19.wav,,1037807,,110,audio-slider-response,19,
568,list1,,,,,,0.0-6.0-1.52,,,,,,,,,,,1038322,,111,html-keyboard-response,,
568,list1,,,,,,0.0-6.0-0.53,neutral,,3112,,3821,control,5000,340,audio/340_CN20.wav,,1042137,,112,audio-slider-response,20,
